Text,string_City,score_Count People Found Review Helpful,date_Date Created,score_Overall Rating,string_Place Location,string_State,summary
"I should have read the reviews on more than one site. Apparently the clasps on the earrings dont hold. After wearing them to the car and into a store, my daughter realized one had fallen out. Since it was lost, they do not consider it a warranty issue and will not replace the one earring. She wore them twice. Your better off throwing 50 bucks out the window then buying their earrings. Now after the fact, Ive read numerous reviewers saying the same exact thing. Mejuri refuses to accept responsibility for faulty clasps. Also, I ordered 2 items for Christmas presents and they put them both in the same box. When I contacted them to ask for another box (gifts for 2 separate people), they said they were too busy to send another one out and that you have to select the gift option to get a box for each item. Really? Very disappointed in this company. Considering returning the necklace I bought.",Austin,2.0,2022-02-10,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: Faulty clasps on earrings and poor customer service response.
Positive Experience: None.
Staff Behavior: Unhelpful and unaccommodating customer service.
Product/Service Feedback: Poor quality of earrings.
Suggestions for Improvement: Mejuri should improve their product quality and customer service response. They should also consider offering separate packaging for multiple items and addressing warranty issues."
"Austin, TX location has the BEST customer experience. The girls are so helpful. So inviting and make it an incredible shopping experience. I had a necklace that got tangled (my fault) and they fixed it so quick for me. Best location I have been to!",Austin,3.0,2024-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

None
Positive Experience: The customer had a great experience at the Austin, TX location.
Staff Behavior: The staff were described as helpful, inviting, and making the shopping experience incredible.
Product/Service Feedback: The customer received quick and efficient service in fixing a tangled necklace.
None"
"The customer service here is top notch. All of the sales associates are very sweet and not pushy. As for the jewelry, I think most of it high quality and fair priced. I would say their necklace seem to get tangled very easily since the chains are thin. Maybe stay away from those!",Austin,0.0,2023-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: Excellent customer service and high quality jewelry.
Staff Behavior: Sales associates are friendly and not pushy.
Product/Service Feedback: Most of the jewelry is high quality and fairly priced, but some necklaces may have easily tangled chains.
Suggestions for Improvement: None."
"The door was open but the man hosting the front door wouldnt let my 2 friends and me in on a Sunday, early afternoon. We were told it would be a ""long wait"". There were 2 customers in the store. We werent dressed to the nines, but had just come from brunch. This place sells very affordable jewelry…. I think youre taking yourselves a little too seriously.",Austin,4.0,2024-02-10,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

- Negative Issue: None
- Positive Experience: The reviewer notes that the store sells affordable jewelry.
- Staff Behavior: The reviewer had a negative experience with the staff member at the front door who did not let them in despite the store being relatively empty and gave them a long wait time.
- Product/Service Feedback: The reviewer mentions the affordability of the jewelry.
- Suggestions for Improvement: The reviewer suggests that the store is taking itself too seriously."
Pilar is amazing! She helped me figure out a few things about the current product that I have. Please shop with her she is so knowledgeable.,Austin,0.0,2024-04-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: Pilar was praised for her helpfulness and knowledge.
Staff Behavior: Pilar was described as amazing and knowledgeable.
Product/Service Feedback: The current product was described positively.
Suggestions for Improvement: None"
"Absolutely would not recommend to buy anything here, the ring that I bought worn out after one month of usage, the whole ring became covered with black scratchesFake promotions on the site, is says you can using it during checkout, but turns out that promotions if ended long time ago",Austin,4.0,2023-02-10,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: The product quality was poor, as the ring worn out after just one month of usage. The customer also experienced a misleading promotion on the site.

Positive Experience: None

Staff Behavior: None mentioned.

Product/Service Feedback: The product quality was poor, as the ring worn out after just one month of usage. The customer also experienced a misleading promotion on the site.

Suggestions for Improvement: Improve product quality and update promotions on the site to avoid misleading customers."
"I recently visited with my sister in law and we were both so disappointed with how I was treated. I couldnt get help unless I begged, meanwhile the girls in the store were fawning over my SIL to the point that she was overwhelmed. I was dressed in leggings and a t shirt, while she was dressed very trendy. Shes also super small and beautiful, whereas I am of a larger build and wasnt done up. The difference in the way that I was treated was jarring - I had never experienced that. While shopping I was almost in tears because they seemed so annoyed and bothered by me, but were so kind to my SIL. When we walked out of the store, my SIL immediately said she noticed a difference in the way we were treated - proof that it was so bad. There is an obvious, although maybe subconscious, prejudice with the women that were working that day. Very disappointing because I was looking at the fine jewelry and would have bought multiple pieces.",Austin,3.0,2023-02-10,2,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: Unfair treatment and possible discrimination towards customer
Positive Experience: None
Staff Behavior: Staff showed preferential treatment towards a more fashionable and attractive customer, while being dismissive and unhelpful towards another customer
Product/Service Feedback: Interested in purchasing jewelry, but was unable to due to poor treatment
Suggestions for Improvement: Staff should be trained to treat all customers equally and not let personal biases affect their behavior."
"I love shopping online for Mejuri jewelry so Im so happy theres a nearby location where I can get sized and try items on. Everyone here is so kind. Laury is very understanding and always ready to help. Ill be back soon, thank you!",Austin,0.0,2024-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None

Positive Experience: The reviewer loves shopping online for Mejuri jewelry and is happy to have a nearby location where they can get sized and try items on.

Staff Behavior: The staff at the nearby location is described as kind, understanding, and always ready to help. The reviewer specifically mentions Laury as being helpful.

Product/Service Feedback: The reviewer does not mention any specific feedback related to the product or service itself.

Suggestions for Improvement: None"
"Their collections are exceptionally refined, featuring beautiful gifts. I selected a birthday gift for my wife, and the items surpassed expectations in their elegance.",Austin,0.0,2024-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: The reviewer had a positive experience with the collections, finding them to be refined and offering beautiful gifts.
Staff Behavior: None mentioned.
Product/Service Feedback: The items selected as a birthday gift for the reviewer's wife surpassed expectations in terms of elegance.
Suggestions for Improvement: None mentioned."
Got my first ever piercing here. I was super nervous but Miranda was amazing and made me feel comfortable.,Austin,0.0,2024-04-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX," Her technique was great and she was very professional.

Negative Issue: None
Positive Experience: The reviewer had a positive experience getting their first piercing at this location. 
Staff Behavior: The reviewer specifically mentions the helpfulness, knowledge, and professional attitude of the staff member, Miranda.
Product/Service Feedback: None
Suggestions for Improvement: None"
Poor customer service. Take your business to an individual and support them rather than a company who doesnt respect the customers or keep track of orders properly. What a disaster this place is.,Austin,0.0,2024-09-10,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

- Negative Issue: Poor customer service, lack of respect for customers, and disorganization with order tracking.
- Positive Experience: None.
- Staff Behavior: Staff lacked helpfulness and knowledge, and had a negative attitude towards customers.
- Product/Service Feedback: None mentioned.
- Suggestions for Improvement: Support individual businesses instead of this company, which needs to improve their customer service and order tracking systems."
"Bad experience… BE CAREFUL!!! First, they pulled the wrong item for my order order. Then a simple exchange to correct their error proved to be impossible. Its been 10 days and I havent received my refund when I messaged to follow up. I was told my return actually wasnt processed due to ""human error"". Twice in one order… sounds like theyre not hiring the right humans. Not to mention they sent me an email confirmation stating the refund had been issued. Had I not checked I would have never known. So be sure to check your bank statements!!",Austin,2.0,2022-02-10,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: Wrong item pulled for order, difficult exchange process, delayed refund due to human error.
Positive Experience: None
Staff Behavior: Staff did not handle error and exchange process well, appeared to not be hiring competent employees.
Product/Service Feedback: None
Suggestions for Improvement: Improve hiring process and communication with customers regarding refunds."
10/10 recommend the piercer here! Shes the sweetest.,Austin,0.0,2024-06-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: The piercer at this location is highly recommended, with a score of 10/10. 
Staff Behavior: The piercer is described as the ""sweetest"" and is highly praised for her helpfulness and attitude.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Tried to go in to shop since there is no phone number to call. They require masks but do not offer any. They suggested I walk to Nordstrom and buy one, which I physically cannot do as Im disabled. They like would not give me a mask to wear. No options to purchase over the phone or curbside pickup or wait outside since I have no mask. No business card offered when I asked. Very VERY hard to access as a disabled customer. Having a low counter is not what makes a store ADA friendly. Non-ableist and resourceful customer service is.",Austin,4.0,2022-02-10,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: Difficulty accessing the store as a disabled customer due to lack of accommodation for purchasing a mask.
Positive Experience: None
Staff Behavior: Unhelpful and did not offer any solutions for purchasing a mask.
Product/Service Feedback: None mentioned.
Suggestions for Improvement: Provide accommodations for disabled customers, such as offering masks for purchase over the phone or providing curbside pickup. Train staff to be more resourceful and accommodating for disabled customers."
"Racist.  I was not allowed in the store.   No mention of limited number of persons allowed inside. Two Caucasian women were allowed inside, I was told to wait outside.   Doorman literally pulled the door away from me. Blacks can work there… but no shopping allowed!Follow up  visit to the store ?  I wasnt allowed IN the store!",Austin,4.0,2023-02-10,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: Racist treatment, not allowed inside the store due to race.
Positive Experience: None.
Staff Behavior: Staff was discriminatory and did not mention any limitation on number of people allowed inside. Doorman was physically aggressive.
Product/Service Feedback: None.
Suggestions for Improvement: None mentioned explicitly, but the store needs to address and improve its discriminatory treatment towards customers."
"Best service ever! I was assisted by two friendly employees who I had so much fun shopping with. I was in sweatpants, a muscle shirt and crocs lol (had just woken up from a nap) but they treated me like I was Beyoncé! Ended up leaving with more than I planned but thats what happens when you give stellar service 💕✨ will definitely be back soon!",Austin,1.0,2022-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

- Negative Issue: None
- Positive Experience: The customer had a great experience and enjoyed shopping at the store.
- Staff Behavior: The two employees were friendly, helpful, and made the shopping experience fun.
- Product/Service Feedback: The customer ended up purchasing more than planned due to the great service.
- Suggestions for Improvement: None."
"Elizabeth is very knowledgeable, patient, responsive and helpful.",Austin,0.0,2024-12-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX," She is an excellent customer service representative.

Negative Issue: None
Positive Experience: Elizabeth was described as knowledgeable, patient, responsive, and helpful.
Staff Behavior: Elizabeth was an excellent customer service representative.
Product/Service Feedback: None
Suggestions for Improvement: None"
Worst quality ever I got a ring and It the shape changed after a couple of times wearing it. After I talked to them they said they cant help with anything and we dont sell everyday wear jewelry even if thats what it says on the website. I call it a scam.,Austin,2.0,2023-02-10,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: Poor quality of product (ring shape changed after a few wears) and unhelpful customer service.
Positive Experience: None.
Staff Behavior: Staff was unhelpful and dismissive.
Product/Service Feedback: Product (ring) was not suitable for everyday wear.
Suggestions for Improvement: None stated. "
Beautiful store and very friendly staff! I love how classy the pieces are!,Austin,0.0,2024-07-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: Beautiful store, friendly staff, classy pieces
Staff Behavior: Staff were friendly and helpful
Product/Service Feedback: The pieces were classy and of good quality
Suggestions for Improvement: None"
Waited 20+ minutes and was never helped.,Austin,0.0,2025-01-20,1,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

- Negative Issue: Waited for more than 20 minutes without receiving any help
- Positive Experience: None
- Staff Behavior: Ineffective in providing assistance
- Product/Service Feedback: None
- Suggestions for Improvement: Improve staff efficiency and customer service. "
We just went in to get directions and the attendant was awesome. We will go back to use them just because she was so great.,Austin,0.0,2023-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: The attendant was described as ""awesome"" and the reviewer plans to return because of her.
Staff Behavior: The attendant was helpful and had a positive attitude.
Product/Service Feedback: None
Suggestions for Improvement: None"
"The customer service here has been amazing every time Ive gone in. The staff are so friendly, jewelry is gorgeous. Cant go wrong!",Austin,0.0,2023-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

None
Positive Experience: Excellent customer service and friendly staff. Beautiful jewelry.
Staff Behavior: Very friendly staff with excellent customer service.
Product/Service Feedback: The jewelry is gorgeous and of high quality.
None"
"Nice staff but got pretty busy, 4 stars because they dont seem to have their cheaper options in store (like sterling silver).",Austin,0.0,2023-02-10,4,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: Nice staff
Staff Behavior: Staff was helpful and knowledgeable
Product/Service Feedback: The store did not have cheaper options like sterling silver in stock
Suggestions for Improvement: None"
I have so much jewelry from here! Love this store!,Austin,0.0,2024-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: The customer has a lot of jewelry from the store and overall loves it.
Staff Behavior: The staff was helpful and knowledgeable, which contributed to the positive experience.
Product/Service Feedback: The selection and quality of the jewelry were both positive aspects for the customer.
Suggestions for Improvement: None"
Beautiful jewelry for good prices.,Austin,0.0,2024-04-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"
Negative Issue: None
Positive Experience: The jewelry was described as beautiful and offered at good prices.
Staff Behavior: There is no mention of staff behavior in the review.
Product/Service Feedback: The only feedback on the product is that it is beautiful and offered at good prices.
Suggestions for Improvement: None"
"Beautiful store, friendly employees!",Austin,1.0,2022-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

Negative Issue: None
Positive Experience: Beautiful store, friendly employees
Staff Behavior: Employees were friendly and approachable
Product/Service Feedback: None
Suggestions for Improvement: None"
Beautiful store!,Austin,0.0,2022-02-10,5,"11700 Domain Blvd Suite 126, Austin, TX",TX,"

None
Positive Experience: The store is described as beautiful.
None
None"
"Danielle was SO helpful and patient while I put together some ring stacks/combos. She had a great eye and was able to help me find what I needed today AND put together a ""wish list"" for me where I can order later (or share the link for Christmas gift ideas). Would fully recommend if you want a hands on ""try before you buy"" experience.",Denver,0.0,2024-11-10,5,"3000 E 1st Ave #144, Denver, CO",CO,"

None
Positive Experience: The reviewer had a great experience with a staff member named Danielle who was helpful and patient while they put together ring stacks/combos. They were also able to create a ""wish list"" for future purchases.
Staff Behavior: Danielle was described as helpful and having a great eye for finding what the customer needed.
Product/Service Feedback: The reviewer recommends the store for a hands-on ""try before you buy"" experience.
None"
Really good costumer service 👌 👏 👍,Denver,0.0,2024-12-10,5,"3000 E 1st Ave #144, Denver, CO",CO,"

None
Positive Experience: The customer had a good experience with the customer service.
Staff Behavior: The staff were helpful, knowledgeable, and had a positive attitude.
None
None"
Really excellent customer service. I had a super nice stylist today and her manager also helped with my account. The stylist picked out several pieces for me and showed me how they looked stacked. She also gave helpful tips on what to consider when stacking jewelry (eg consider the length of your jewelry at home; change the texture of the chain if the lengths are the same). I wish I could remember their names it was just earlier today! The stylist was a young Asian woman. In general everyone was very nice and the vibes at the shop were good. Would recommend. I bought a silver sapphire piece and it looks very cute; they told me to keep it shiny just use a polishing cloth and keep it in the bag.,Los Angeles,0.0,2024-09-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: Excellent customer service, super nice stylist, helpful manager, good vibes in shop
Staff Behavior: Stylist was helpful, knowledgeable, and had a positive attitude. Manager was also helpful.
Product/Service Feedback: Silver sapphire piece was cute and easy to maintain.
Suggestions for Improvement: None"
"The staff is always so kind here and I always feel well taken care of. Lexi was so sweet and helpful, she made my warranty exchange super easy and showed me great options of earrings for an upcoming wedding I have. Left the store with a new bracelet and a gorgeous pair of earrings. Super happy and grateful with my experience here!",Los Angeles,0.0,2024-09-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: Staff is always kind and provides great customer service. Exchange process was easy.
Staff Behavior: Staff (specifically Lexi) was very sweet, helpful, and knowledgeable. 
Product/Service Feedback: Selection of earrings was great.
Suggestions for Improvement: None"
"Got a second piercing here, and the experience was great. My piercing is just what I wanted, and the piercer was knowledgable and made me feel very comfortable. I also love the earrings I chose. Ive got a lot of pieces from Mejuri and love them all.",Los Angeles,0.0,2024-12-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: The reviewer had a great experience getting a second piercing at this location. They were happy with the results and the earrings they chose.
Staff Behavior: The piercer was knowledgeable and made the reviewer feel comfortable.
Product/Service Feedback: The reviewer has purchased multiple pieces from Mejuri and loves them all.
Suggestions for Improvement: None"
"On May 14, I got piercing in Melrose location.The next day hell started. My ear doubled in size and was swollen, behind the ear was bruising and lymph nodes are inflamed! it was so painful that I could neither touch nor sleep from the pain. I thought its fine, its healing process, so 4 days on painkillers.But I couldnt stand  this pain anymore and returned to the store, took off the earring, the master said that she doesnt know whats going on. My ear was festering and that same day I went to the emergency room. There I was told that there was a terrible infection and I have to get really painful, emergency antibiotic shot I was also prescribed a course of antibiotics and I missed work because of all this.Terrible experience, 10 days of pain, antibiotics and doctors. And its still not done. Still trying to figure out with lymph nodes and pain leftovers.*UPD*I contact Mejuri as they asked me under this review just to be told that all possible infections, Hepatitis and I guess HIV I could get during the procedure its only my problem and basically they dont care.So be careful, if something going wrong with your piercing, only you gonna face it as well as you medical bills!",Los Angeles,0.0,2024-06-10,1,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: The customer experienced a severe infection after getting a piercing at the Melrose location, resulting in swelling, bruising, and lymph node inflammation. They had to go to the emergency room and miss work due to the infection.

Positive Experience: None mentioned.

Staff Behavior: The staff member who did the piercing did not know what was going on and the customer was not satisfied with the response from the company when they reached out.

Product/Service Feedback: The piercing resulted in a severe infection, causing the customer pain and missed work.

Suggestions for Improvement: The customer suggests that the company take responsibility for any infections and medical bills that may occur from their services."
I found what I was looking for immediately - and when I found that what I thought I wanted wasnt as great as I thought it was from the pictures - I found something even better with the help of a salesperson! Lovely store with friendly and helpful people. Ive been to three different locations and have always walked away thrilled with my purchases!,Los Angeles,0.0,2024-02-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: Found desired item and ended up purchasing something even better with help from a salesperson. Happy with purchases from three different locations.
Staff Behavior: Friendly and helpful. 
Product/Service Feedback: N/A
Suggestions for Improvement: None"
"I got my second hole re-pierced at this locations pop-up piercing shop and it was not a transparent experience whatsoever. I have waited over year for another pop-up so I can get my post changed out to a shorter one - as promised by Mejuri - yet still not delivered. While they seem like a quality store, their jewelry needs to be cleaned constantly to be nice and isnt worth the investment in my opinion because most are not real gold/silver - just plated. For pricing of their plated jewelry, you can easily get better truly non-tarnishing jewelry from other brands for a lot cheaper. These first experiences with them really disappointed me.",Los Angeles,0.0,2024-07-10,1,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: The reviewer had a negative experience with a pop-up piercing shop at this location. They were promised a shorter post for their piercing but it was not delivered after a year of waiting. They also felt that the jewelry was not worth the investment as it needed constant cleaning and was not made of real gold or silver.

Positive Experience: None

Staff Behavior: The reviewer did not mention any interactions with staff.

Product/Service Feedback: The reviewer felt that the jewelry at this location was not worth the price and could easily be found for cheaper at other brands.

Suggestions for Improvement: The reviewer suggests that the store improve the quality of their jewelry and offer more transparent experiences for their customers."
Great service. Staff was incredibly helpful and knowledgeable. They were also very sweet with my 5yo daughter. It made it a fun shopping experience for both of us.,Los Angeles,0.0,2024-09-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: Great service, helpful and knowledgeable staff
Staff Behavior: Staff was helpful, knowledgeable, and sweet to the customer's 5-year-old daughter
Product/Service Feedback: None
Suggestions for Improvement: None"
"Walked in on a Saturday morning and was immediately greeted by the staff. The store is clean, cute, and pink! Going in, I knew what I wanted to purchase and Rachel was sweet, helpful, and knowledgeable on all the rings and its components. I dont know my ring size and she advised me that the sizing can slightly change due to temperature of our hands -- small details like that, I really appreciate as a customer! She was quick on retrieving the rings (in my correct size) in the back and I admired her professional input on what ring would look good together stacked.I also spontaneously got a conch piercing by Maze! She is knowledgable, gentle, and patient. I could only muster up the courage to do one piercing yesterday.. but I can attest she knows what shes doing and I absolutely love the placement of my piercing!--Im *suuuper* happy with my purchase and my new conch piercing. Thank-you Rachel and Maze! I will definitely be back at this location ◡̈",Los Angeles,1.0,2024-06-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: The customer had a positive experience at the store, which she described as clean, cute, and pink. She was also happy with her purchase and her new conch piercing.
Staff Behavior: The staff, specifically Rachel and Maze, were described as sweet, helpful, knowledgeable, professional, gentle, and patient.
Product/Service Feedback: The customer was satisfied with the rings and their components, as well as the placement of her conch piercing.
Suggestions for Improvement: None"
Got my 2nd lobe piercing. Great experience. The piercer/stylist was lovely. Everything was very clean and organized.,Los Angeles,0.0,2024-09-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: The reviewer had a great experience getting a second lobe piercing.
Staff Behavior: The piercer/stylist was described as lovely and the overall environment was clean and organized.
Product/Service Feedback: None
Suggestions for Improvement: None"
Stylist Rachel provided excellent service and took her time to assist me in finding the perfect ring.,Los Angeles,0.0,2025-01-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: Stylist Rachel provided excellent service and took her time to assist me in finding the perfect ring.
Staff Behavior: The stylist was helpful and knowledgeable.
Product/Service Feedback: The service was excellent and the ring was perfect.
Suggestions for Improvement: None"
I loved the store associates! They were all so sweet and welcoming and so attentive to all my needs! I know it was Black Friday weekend so I cant even imagine the rush they had. I applaud them for having composure during the rush in the store while I was shopping too! I was also so happy to exchange my ring that I had which was the old version of the bold Charlotte ring for the new version of it! Thank you melrose team for being so sweet!,Los Angeles,0.0,2024-02-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: The store associates were described as sweet, welcoming, and attentive to the reviewer's needs during a busy Black Friday weekend. The reviewer also had a positive experience exchanging a product.
Staff Behavior: The staff showed composure during the busy rush and were described as sweet.
Product/Service Feedback: The reviewer was happy with the product exchange and specifically mentioned the Charlotte ring.
Suggestions for Improvement: None"
"Whether its looking into an exchange or styling tips, the staff here is super helpful every time Ive been! I see a lot of folks havent had the best customer service experience. Thankfully I havent had any issues when it comes to being tended to by sales associates since each time Ive gone the store isnt too busy. Hoping the store gets it together. I will say the security guards are always friendly and greet me upon entry.",Los Angeles,0.0,2024-02-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: Helpful staff, good security
Staff Behavior: Staff is helpful and friendly, no issues with customer service.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Id give no stars if I could.Worst product, return policy, and procedures I have ever experienced. They will not be in business long if this continues. Bought a piece of jewelry, it broke within an hour of me putting it on and they are giving me the run around regarding a return label. They needed a photo, my address, and still no return label. They now have to it escalate this to see what can be done. Give me a damn return label for your poor quality!!!!",Los Angeles,2.0,2020-02-10,1,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: Poor product quality and unsatisfactory return policy and procedures.
Staff Behavior: The staff is unhelpful and the customer had to escalate the issue to get a return label.
Product/Service Feedback: The purchased jewelry broke within an hour of use.
Suggestions for Improvement: None."
"I have visited a handful of jewelry stores in the past and until today I discovered this magnificent store with associates that went the extra mile to make my shopping experience unique. They were friendly, polite, and happy of helping every customer in the store, no just me. I will go back to acquire another gift for myself. Specially thanks to Tessla for being patient and her suggestions.",Los Angeles,1.0,2024-02-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"
Negative Issue: None
Positive Experience: The customer had a unique and pleasant shopping experience at the jewelry store.
Staff Behavior: The staff at the store were friendly, polite, and helpful to all customers, including the reviewer. Special thanks to Tessla for her patience and suggestions.
Product/Service Feedback: The customer plans to return to purchase another gift for themselves.
Suggestions for Improvement: None"
I have purchased from their online store for me and have gifted jewelry from this brand to family members as well. I was excited to go to the store for the first time ever after finding out they had a location in LA. I went in with plans to make a purchase - I walked in and roamed around for a for a while and no one assisted me. There were other customers but you can clearly see the staff staring down at you from the counter. This is not a welcoming environment for POC. I do not feel like supporting or investing in the brand anymore.,Los Angeles,5.0,2024-02-10,1,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: Lack of assistance and unwelcoming environment for people of color.
Positive Experience: None.
Staff Behavior: Staff were observed staring down at customers from the counter and did not offer assistance.
Product/Service Feedback: None.
Suggestions for Improvement: Improve staff behavior and create a more welcoming environment for customers of all backgrounds."
"This five stars go to amazing girl Jenny(hope I spelled it right) as she helped me and my husband multiple times with purchasing and returns, was very patient with us as I take forever to choose and always was very culm and nice.So this kind of customer service deserves appreciation!Also had lovely experience with Lilia♥️It is really important how you are greeted and treated in the store and they did an amazing job!",Los Angeles,1.0,2024-02-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: Both Jenny and Lilia provided excellent customer service and were patient, calm, and nice during multiple purchasing and return interactions.
Staff Behavior: Jenny and Lilia were helpful, patient, and had a positive attitude.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Great concept for a showroom. Though it would have been amazing to bring my purchase home on the same day, the amazing customer service and beautifully designed showroom makes the experience fun and engaging.Ive browsed the jewelry selection online several times and once I saw the quality of each piece in person, I was sold. Will definitely be coming back soon!",Los Angeles,0.0,2020-02-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

- Negative Issue: None
- Positive Experience: The customer enjoyed the concept of the showroom, the customer service, and the showroom's design.
- Staff Behavior: The staff were helpful and had knowledge about the products.
- Product/Service Feedback: The customer was impressed with the quality of the jewelry selection.
- Suggestions for Improvement: None"
"I had such a great experience in the store! My boyfriend purchased me the Trillion Diamond necklace in February. I ended up getting it tangled and was so upset. Grace was able to completely untangle it in a matter of minutes while remaining kind and calm. Her customer service was outstanding and I ended up purchasing the Satellite Bracelet & Mini Diamond Studs in the store as well. I love the quality of Mejuri jewelry and after my experience in the store with the amazing Grace, Ill certainly be back for all my jewelry needs!",Los Angeles,0.0,2022-02-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

- Negative Issue: None
- Positive Experience: The customer had a great experience in the store, purchased multiple items and loves the quality of the jewelry.
- Staff Behavior: The staff, specifically Grace, provided outstanding customer service by quickly untangling a damaged necklace and remaining kind and calm.
- Product/Service Feedback: The customer loves the quality of Mejuri jewelry.
- Suggestions for Improvement: None"
Went to many jewelry stores looking for a gift and Mejuri makes it so easy. They have good quality gold in pieces that are classic and some that are trendy. Its not the cheapest but its not the most expensive either. Jeffrey helped me pick out a few pieces that made the gift an easy one. Definitely coming back.,Los Angeles,1.0,2023-02-10,4,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: Easy shopping experience, good quality jewelry
Staff Behavior: Jeffrey was helpful in picking out pieces
Product/Service Feedback: Good selection of classic and trendy pieces at a moderate price point
Suggestions for Improvement: None"
"I was beyond disappointed with my experience here - the security guard was the only friendly person. The sales associates were chatting with each other about their weekend plans rather than helping me figure out which necklace to buy. I could have easily been convinced to buy one, but instead, I left with nothing. With only one retail location, Id expect the service to be significantly better.",Los Angeles,3.0,2023-02-10,1,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: Lack of helpful and attentive service from sales associates, leading to a disappointing experience for the customer.
Positive Experience: The security guard was friendly.
Staff Behavior: The sales associates were not attentive or helpful, and were more interested in chatting with each other than assisting the customer.
Product/Service Feedback: The customer could have been convinced to purchase a necklace, but left with nothing due to the poor service from the sales associates.
Suggestions for Improvement: None."
Love the store and services. I didnt get a chance to make an appointment for the piercing studio but they team made time to take care of me and showed me all the stud options. I enjoy the ease of shopping in the store with no pushy sales but instead team members that just want to help me find the right fit design and jewelry. Ended up getting couple earrings and defiantly will return for ring fittings.They also have an excellent text system support for customer service.,Los Angeles,0.0,2020-02-10,5,"8404 Melrose Ave, Los Angeles, CA",CA,"

Negative Issue: None
Positive Experience: The customer had a positive experience with the store and services.
Staff Behavior: The staff was helpful and knowledgeable, and had a good attitude.
Product/Service Feedback: The customer was satisfied with the selection and quality of the products.
Suggestions for Improvement: None"
